Title,IMDb rating,Year,MPA rating,Genre,Director,Star Cast,MetaScore,Duration (minutes)
Cinderella,6.9,2015,PG,Adventure,Kenneth Branagh,Lily JamesCate BlanchettRichard Madden,67.0,105.0
A Call to Spy,6.7,2019,PG-13,Biography,Lydia Dean Pilcher,Sarah Megan ThomasStana KaticRadhika Apte,65.0,123.0
The Sorcerer's Apprentice,6.1,2010,PG,Action,Jon Turteltaub,Nicolas Cage,46.0,109.0
Lilo & Stitch,7.3,2002,PG,Animation,Dean DeBlois,Chris SandersDean DeBlois,74.0,85.0
Tangled,7.7,2010,PG,Animation,Nathan Greno,Mandy Moore,71.0,100.0
Exodus: Gods and Kings,6.0,2014,PG-13,Action,Ridley Scott,Adam CooperBill CollageJeffrey Caine,52.0,150.0
Fantasy Football,5.9,2022,Other,Action,Anton Cropper,Marsai Martin,57.1,98.0
Annie,6.6,1982,PG,Comedy,John Huston,Aileen Quinn,39.0,127.0
The General,7.2,1998,R,Biography,John Boorman,Brendan GleesonAdrian DunbarSean McGinley,81.0,124.0
The Mummy,5.4,2017,PG-13,Action,Alex Kurtzman,David KoeppChristopher McQuarrieDylan Kussman,34.0,110.0
Our Town,6.5,1940,Other,Drama,Sam Wood,William Holden,57.1,90.0
Cadillac Records,7.0,2008,R,Biography,Darnell Martin,Adrien BrodyJeffrey WrightBeyoncé,65.0,109.0
The Signal,6.0,2014,PG-13,Drama,William Eubank,Brenton ThwaitesOlivia CookeBeau Knapp,54.0,97.0
"Good Morning, Vietnam",7.3,1987,R,Biography,Barry Levinson,Robin WilliamsForest WhitakerTom T. Tran,67.0,121.0
Breathe,7.1,2017,PG-13,Biography,Andy Serkis,Andrew GarfieldClaire FoyHugh Bonneville,51.0,118.0
The Lord of the Rings: The Two Towers,8.8,2002,PG-13,Action,Peter Jackson,J.R.R. TolkienFran WalshPhilippa Boyens,87.0,179.0
Thank You for Playing,7.1,2015,Not Rated,Documentary,David Osit,Daniel RadcliffeEmma WatsonRupert Grint,61.0,80.0
Hwarang-V samchongsa,7.8,1987,R,Action,Yeong-han Kim,Myeong-deok KimYu-bong KimSeon-sun Bang,66.0,116.3
The Grey Fox,7.3,1982,PG,Biography,Phillip Borsos,Richard FarnsworthJackie BurroughsKen Pogue,66.0,92.0
Golden Door,6.8,2006,PG-13,Drama,Emanuele Crialese,Charlotte GainsbourgVincenzo AmatoVincent Schiavelli,74.0,118.0
Bohemian Rhapsody,7.9,2018,PG-13,Biography,Bryan Singer,Anthony McCartenPeter Morgan,49.0,134.0
Chuck,6.5,2016,R,Biography,Philippe Falardeau,Jeff FeuerzeigJerry StahlMichael Cristofer,68.0,98.0
Hoodwinked Too! Hood vs. Evil,4.7,2011,PG,Animation,Mike Disa,Hayden Panettiere,20.0,86.0
The Formulation of Rectangles,6.4,2009,Not Rated,Comedy,Joseph McConnell,Sander FolsomJohn CiomborCurt Blake,66.0,69.0
Sustainable Life with Unlimited Transformations,6.5,2021,R,Horror,Brian Vadim,Jamie Marie HanniganBrian VadimRj Vadim,66.0,116.3
Descendants: The Rise of Red,7.1,2024,Other,Action,Jennifer Phang,Rita OraJoshua ColleyChina Anne McClain,66.9,116.3
The Hurricane,7.6,1999,R,Biography,Norman Jewison,Rubin 'Hurricane' CarterSam ChaitonTerry Swinton,74.0,146.0
Paradise Road,6.8,1997,R,Drama,Bruce Beresford,David GilesMartin MeaderBruce Beresford,48.0,122.0
The Dragons of Jim Green,7.6,2012,R,Documentary,Randy M. Salo,Daniel RadcliffeEmma WatsonRupert Grint,66.0,116.3
Moana,7.6,2016,PG,Animation,Ron Clements,Ron ClementsJohn MuskerDon Hall,81.0,107.0
Six Shooters,6.0,2010,R,Action,Fernando Spiner,Antonio Di BenedettoValentín Javier DimentSantiago Hadida,66.0,103.0
Spirit of the Pony Express,7.2,2012,G,Documentary,C.J. LongHammer,Peter SheraykoCindy Sue DaffronGary Chilcote,66.0,77.0
Invertebrate,7.5,2011,R,Sci-Fi,James McAleer,James McAleer,66.0,116.3
"Beam Me Up, Sasha!",8.2,2014,R,Comedy,Ganit Orian,Alina AlekseevAmiram EiniRoman Gershkovich,66.0,116.3
Paths of Glory,8.4,1957,Other,Drama,Stanley Kubrick,Stanley KubrickCalder WillinghamJim Thompson,90.0,88.0
Ultra-Toxic,6.3,2005,R,Sci-Fi,Jimmy Ce,Samanta BabicArula BoogieMad Crampi,66.0,116.3
Escobar: Paradise Lost,6.5,2014,R,Crime,Andrea Di Stefano,Andrea Di StefanoFrancesca Marciano,56.0,120.0
The Bikeriders,7.5,2023,R,Crime,Jeff Nichols,Jodie ComerAustin ButlerTom Hardy,73.0,116.0
Pedejais bledis,5.6,1966,R,Comedy,Yan Ebner,Nikolay GubenkoSergey FilippovAnastasiya Georgievskaya,66.0,116.3
Ali,6.7,2001,R,Biography,Michael Mann,Gregory Allen HowardStephen J. RiveleChristopher Wilkinson,65.0,157.0
Endless Crime,5.2,2012,R,Horror,Xia Yong,Si ChanLi Chung-YanSek-Ming Lau,66.0,116.3
The Incredibles,8.0,2004,PG,Animation,Brad Bird,Craig T. Nelson,90.0,115.0
Ke xue shao nü,6.4,2022,R,Drama,Ching Shen Chuang,Iain LuYi Ti YaoKingone Wang,66.0,116.3
A Bridge Too Far,7.4,1977,PG,Drama,Richard Attenborough,Sean ConneryRyan O'NealMichael Caine,63.0,175.0
Never Been Kissed,6.0,1999,PG-13,Comedy,Raja Gosnell,Drew BarrymoreDavid ArquetteMichael Vartan,60.0,107.0
Togo,7.9,2019,PG,Adventure,Ericson Core,Willem Dafoe,69.0,113.0
Up Pompeii,6.0,1971,R,Comedy,Bob Kellett,Frankie HowerdPatrick CargillBill Fraser,66.0,90.0
The Whole Wide World,7.0,1996,PG,Biography,Dan Ireland,Vincent D'OnofrioRenée ZellwegerAnn Wedgeworth,66.0,111.0
Chicogrande,6.4,2010,R,Drama,Felipe Cazals,Damián AlcázarJuan Manuel BernalBruno Bichir,66.0,95.0
Hwang Jin Yi,6.3,2007,PG-13,Biography,Yun-hyeon Jang,Song Hye-kyoYoo Ji-taeRyu Seung-ryong,66.0,142.0
Retrieval,7.2,2013,R,Action,Mark Depasquale,Mackie BurtEdward McEneaneyGerard Rago,66.0,116.3
The Monkey King,5.8,2023,PG,Animation,Anthony Stacchi,Jimmy O. Yang,59.0,97.0
The Water Diviner,7.0,2014,R,Drama,Russell Crowe,Russell CroweOlga KurylenkoJai Courtney,50.0,111.0
Land of Mine,7.8,2015,R,Drama,Martin Zandvliet,Roland MøllerLouis HofmannJoel Basman,75.0,100.0
Swiss Family Robinson,7.1,1960,Other,Adventure,Ken Annakin,John Mills,61.0,126.0
Around the World in 80 Days,5.9,2004,PG,Action,Frank Coraci,Jackie Chan,49.0,120.0
Legend of the Galactic Heroes: Die Neue These - Stellar War,7.7,2019,R,Animation,Shunsuke Tada,Ian SinclairClifford ChapinAaron Dismuke,66.0,116.3
The Equalizer 3,6.8,2023,R,Action,Antoine Fuqua,Denzel WashingtonDakota FanningEugenio Mastrandrea,58.0,109.0
Mank,6.8,2020,R,Biography,David Fincher,Gary OldmanAmanda SeyfriedLily Collins,79.0,131.0
The Polar Express,6.6,2004,G,Animation,Robert Zemeckis,Tom Hanks,61.0,100.0
Salvage Dream,7.9,2010,Not Rated,Drama,Carl Watts,Carl WattsEvie NicholsonFrank Bettag,66.0,51.0
Ella Enchanted,6.3,2004,PG,Comedy,Tommy O'Haver,Anne Hathaway,53.0,96.0
Barolo Boys. The Story of a Revolution,6.6,2014,G,Documentary,Paolo Casalis,Paolo CasalisTiziano Gaia,66.0,64.0
Eunhaeseo on Byeolddong dongja,7.2,1987,R,Action,Do-won Seok,Yong-shik LeeGeon-ju LeeHyeong-jung Kim,66.0,116.3
De-Lovely,6.6,2004,PG-13,Biography,Irwin Winkler,Kevin KlineAshley JuddJonathan Pryce,53.0,125.0
Jurassic Park,8.2,1993,PG-13,Action,Steven Spielberg,Michael CrichtonDavid Koepp,68.0,127.0
Weird Science,6.6,1985,PG-13,Comedy,John Hughes,Anthony Michael HallIlan Mitchell-SmithKelly LeBrock,46.0,94.0
Léon: The Professional,8.5,1994,R,Action,Luc Besson,Jean RenoGary OldmanNatalie Portman,64.0,110.0
Mind Runner,5.0,2016,R,Drama,Marc Nyiti,Al DalesMichael NelsonMichael Kosterman,66.0,116.3
One Night with the King,6.0,2006,PG,Biography,Michael O. Sajbel,Tiffany DupontLuke GossJohn Noble,38.0,123.0
Consumed Static Air,5.4,2015,R,Sci-Fi,Paul T.T. Easter,Martin BallantynePaul T.T. EasterJim Ford,66.0,116.3
Napoleon,8.2,1927,R,Biography,Abel Gance,Albert DieudonnéVladimir RoudenkoEdmond Van Daële,66.0,116.3
Fighting with My Family,7.1,2019,PG-13,Biography,Stephen Merchant,Dwayne JohnsonLena HeadeyVince Vaughn,68.0,108.0
Aliens in the Attic,5.4,2009,PG,Adventure,John Schultz,Ashley Tisdale,42.0,86.0
Savannah,6.2,1989,R,Action,Leon Armand,Dominique HarrisSandra GrantJosh Hanlon,66.0,116.3
Svart hav,5.5,1980,R,Drama,David Wingate,Nils UtsiRoald KristiansenAnne Gullestad,66.0,116.3
Hotel Transylvania 3: Summer Vacation,6.3,2018,PG,Animation,Genndy Tartakovsky,Adam Sandler,54.0,97.0
The Molly Maguires,6.8,1970,PG,Drama,Martin Ritt,Sean ConneryRichard HarrisSamantha Eggar,62.0,124.0
Tooth Fairy,5.0,2010,PG,Comedy,Michael Lembeck,Dwayne Johnson,36.0,101.0
Cryptic Road,8.3,2016,R,Mystery,Moosa Saleem,Vijay Ashok SharmaAastha GautamAkshay Loomba,66.0,116.3
Zoe's Security Service,7.7,2017,R,Sci-Fi,László Mohácsi,Emma BellamyNikki WaterhouseTristan McKinnon,66.0,116.3
Return to Never Land,5.8,2002,G,Animation,Robin Budd,Blayne Weaver,49.0,72.0
Happy Feet,6.4,2006,PG,Animation,George Miller,Elijah Wood,77.0,108.0
Machine Gun Preacher,6.7,2011,R,Action,Marc Forster,Gerard ButlerMichelle MonaghanMichael Shannon,43.0,129.0
Cinderella Man,8.0,2005,PG-13,Biography,Ron Howard,Cliff HollingsworthAkiva Goldsman,69.0,144.0
Mars Needs Moms,5.4,2011,PG,Animation,Simon Wells,Seth Green,49.0,88.0
Animal Crackers,5.8,2017,PG,Animation,Tony Bancroft,Emily Blunt,60.0,105.0
Madgaon Express,7.2,2024,R,Comedy,Kunal Kemmu,Divyendu SharmaPratik GandhiAvinash Tiwary,66.9,116.3
Incident at Oglala,7.6,1992,PG,Documentary,Michael Apted,Robert RedfordNorman ZigrossiRobert Sikma,66.0,89.0
Labyrinth of Lies,7.3,2014,R,Drama,Giulio Ricciarelli,Elisabeth BurghardtGiulio RicciarelliAmelie Syberberg,62.0,124.0
The Banker,7.3,2020,PG-13,Biography,George Nolfi,Niceole R. LevyGeorge NolfiDavid Lewis Smith,59.0,120.0
Occupied City,6.5,2023,PG-13,Documentary,Steve McQueen,Queen Máxima of the NetherlandsKing Willem-AlexanderPeter R. de Vries,76.0,266.0
An Human,7.5,2011,R,Drama,Koushik Kr,Koushik Kr,66.0,116.3
No Country for Old Men,8.2,2007,R,Crime,Ethan Coen,Tommy Lee JonesJavier BardemJosh Brolin,92.0,122.0
At Eternity's Gate,6.9,2018,PG-13,Biography,Julian Schnabel,Willem DafoeRupert FriendOscar Isaac,76.0,111.0
The BFG,6.3,2016,PG,Adventure,Steven Spielberg,Mark Rylance,66.0,117.0
Aliens with Knives,6.6,2018,R,Comedy,Nicole Steeves,Holly StevensBill CorkumMark Palermo,66.0,116.3
The Farthest,8.1,2017,PG,Documentary,Emer Reynolds,Frank DrakeCarolyn PorcoJohn Casani,87.0,121.0
The Dysfunctional,7.5,2004,R,Adventure,Filip Filkovic,Ivan BujevicGoran OstojicIgor Ersek,66.0,116.3
The Man from Earth,7.8,2007,Not Rated,Drama,Richard Schenkman,David Lee SmithTony ToddJohn Billingsley,66.0,87.0
Shattered Glass,7.1,2003,PG-13,Drama,Billy Ray,Hayden ChristensenChloë SevignySteve Zahn,73.0,94.0
Changeling,7.7,2008,R,Biography,Clint Eastwood,Angelina JolieColm FeoreAmy Ryan,63.0,141.0
Edgar Allan Poe's Plan 13: The House of Elvis,8.5,1986,R,Sci-Fi,Scott Allen Nollen,Bart AikensRon FisherSteve Noe,66.0,116.3
The Pirates of Somalia,6.7,2017,R,Biography,Bryan Buckley,Al PacinoEvan PetersMelanie Griffith,54.0,116.0
Zookeeper,5.2,2011,PG,Comedy,Frank Coraci,Kevin James,30.0,102.0
Whiplash,8.5,2014,R,Drama,Damien Chazelle,Miles TellerJ.K. SimmonsMelissa Benoist,89.0,106.0
Migration,6.7,2023,PG,Animation,Benjamin Renner,Kumail Nanjiani,56.0,83.0
Stand by Me Doraemon 2,7.5,2020,Not Rated,Animation,Ryuichi Yagi,Bakarhythm,57.1,96.0
War Dogs,7.1,2016,R,Biography,Todd Phillips,Stephen ChinTodd PhillipsJason Smilovic,57.0,114.0
Space Jam,6.5,1996,PG,Animation,Joe Pytka,Michael Jordan,57.0,88.0
Black Mass,6.9,2015,R,Biography,Scott Cooper,Mark MalloukJez ButterworthDick Lehr,68.0,123.0
Snowden,7.3,2016,R,Biography,Oliver Stone,Kieran FitzgeraldOliver StoneLuke Harding,58.0,134.0
The Royal Hunt of the Sun,6.1,1969,G,Adventure,Irving Lerner,Robert ShawChristopher PlummerNigel Davenport,66.0,118.0
Planes,5.7,2013,PG,Animation,Klay Hall,Carlos Alazraqui,39.0,91.0
October Sky,7.8,1999,PG,Biography,Joe Johnston,Jake Gyllenhaal,71.0,108.0
The Current War,6.5,2017,PG-13,Biography,Alfonso Gomez-Rejon,Benedict CumberbatchOliver PowellSophia Ally,55.0,102.0
Miracles from Heaven,7.1,2016,PG,Biography,Patricia Riggen,Jennifer Garner,44.0,109.0
My Heart Is an Octopus or My Father on the Shore of the Black Sea,7.9,2016,R,Animation,Neno Belchev,Petar AtanasovIvan BarakovBelcho Belchev,66.0,116.3
The Thing,8.2,1982,R,Horror,John Carpenter,Kurt RussellWilford BrimleyKeith David,57.0,109.0
Hairspray,7.0,1988,PG,Comedy,John Waters,Sonny Bono,77.0,92.0
S4,5.9,2008,Not Rated,Comedy,Chris Gabriel,Henry ClarkeRobert WattsAntoinette Correia,66.0,107.0
Resident Evil: Welcome to Raccoon City,5.2,2021,R,Action,Johannes Roberts,Kaya ScodelarioRobbie AmellHannah John-Kamen,44.0,107.0
G-Force,5.1,2009,PG,Animation,Hoyt Yeatman,Will Arnett,41.0,88.0
Memory Transfer,6.9,2015,R,Adventure,Michael Moeh,Laur AllenAndy AquinoBrian Bedell,66.0,116.3
Seabiscuit,7.3,2003,PG-13,Drama,Gary Ross,Tobey MaguireJeff BridgesElizabeth Banks,72.0,140.0
Short Circuit 2,5.7,1988,PG,Comedy,Kenneth Johnson,Fisher Stevens,57.1,110.0
Neverender,7.3,2011,R,Comedy,Casey Siegel,Jesse GiammarvaKimmie MerriamEros Giacalone,66.0,116.3
Turning Red,7.0,2022,PG,Animation,Domee Shi,Rosalie Chiang,83.0,100.0
Mesrine: Public Enemy No. 1,7.4,2008,R,Action,Jean-François Richet,Abdel Raouf DafriJean-François Richet,72.0,133.0
Bisbee '17,6.8,2018,PG,Documentary,Robert Greene,Charles BetheaRyan BruceChris Dietz,87.0,112.0
Madagascar,6.9,2005,PG,Animation,Eric Darnell,Chris Rock,57.0,86.0
Where's Jack?,6.5,1969,G,Adventure,James Clavell,Tommy SteeleStanley BakerAlan Badel,66.0,120.0
Walker,6.6,1987,R,Biography,Alex Cox,Ed HarrisRichard MasurRene Auberjonois,66.0,94.0
Polosa vezeniya,6.5,1983,R,Comedy,Evgeniy Gerasimov,Kir BulychyovValentin ChernykhAleksandr Majorov,66.0,116.3
Ant-Man and the Wasp: Quantumania,6.1,2023,PG-13,Action,Peyton Reed,Jeff LovenessStan LeeLarry Lieber,48.0,124.0
The Diary of Anne Frank,7.4,1959,Other,Biography,George Stevens,Millie Perkins,59.0,180.0
Hotel Mumbai,7.6,2018,R,Action,Anthony Maras,Dev PatelArmie HammerNazanin Boniadi,62.0,123.0
Runaway Day,5.8,2013,R,Drama,Dimitris Bavellas,Maria SkoulaMakis PapadimitriouErrikos Litsis,66.0,116.3
World Trade Center,6.0,2006,PG-13,Drama,Oliver Stone,Andrea BerloffJohn McLoughlinDonna McLoughlin,66.0,129.0
The Edge of Love,6.1,2008,R,Biography,John Maybury,Keira KnightleySienna MillerMatthew Rhys,39.0,110.0
Julie & Julia,7.0,2009,PG-13,Biography,Nora Ephron,Nora EphronJulie PowellJulia Child,66.0,123.0
Popular Unrest,7.5,2010,R,Fantasy,Melanie Gilligan,Hicham AyouchJohn-Christian BatemanMensah Bediako,66.0,116.3
The Ache,8.3,2009,R,Drama,Keith Lock,Gerry MendicinoJeff SinasacLorry Ayers,66.0,116.3
The War Room,7.4,1993,PG,Documentary,Chris Hegedus,James CarvilleGeorge StephanopoulosHeather Beckel,78.0,96.0
Cave of Forgotten Dreams,7.4,2010,G,Documentary,Werner Herzog,Werner HerzogJean ClottesJulien Monney,86.0,90.0
Osmosis Jones,6.3,2001,PG,Animation,Bobby Farrelly,Laurence Fishburne,57.0,95.0
Kureji da yo: kisôtengai,7.2,1966,R,Comedy,Takashi Tsuboshima,Kei TaniYuriko HoshiHitoshi Ueki,66.0,116.3
Harry Potter and the Goblet of Fire,7.7,2005,PG-13,Adventure,Mike Newell,Daniel Radcliffe,81.0,157.0
Despicable Me,7.6,2010,PG,Animation,Pierre Coffin,Steve Carell,72.0,95.0
"Yours, Mine & Ours",5.5,2005,PG,Comedy,Raja Gosnell,Dennis Quaid,38.0,88.0
Snow White and the Seven Dwarfs,7.6,1937,Other,Animation,William Cottrell,Adriana Caselotti,96.0,83.0
The Devil's Window,5.6,2010,Not Rated,Horror,James McGowan,David HaysomGwyn AugerHali Belanger,66.0,76.0
Call Jane,6.4,2022,R,Drama,Phyllis Nagy,Elizabeth BanksSigourney WeaverChris Messina,62.0,121.0
Lipgloss Explosion!,5.5,2001,R,Comedy,Chris Morrissey,Share CherrieVickie VelvetJohnny Diaz Reyes,66.0,116.3
TL-2: La felicidad es una leyenda urbana,6.2,2009,R,Biography,Tetsuo Lumiere,Tetsuo LumiereDiamela VianiNatalia Santiago,66.0,116.3
Mobile Suit Gundam: The Origin IV - Eve of Destiny,7.6,2016,Other,Animation,Yoshikazu Yasuhiko,Yoshiyuki TominoHajime YatateKatsuyuki Sumizawa,66.0,85.0
Pollock,7.0,2000,R,Biography,Ed Harris,Steven NaifehGregory White SmithBarbara Turner,77.0,122.0
A Family Affair,6.6,1937,Other,Comedy,George B. Seitz,Lionel Barrymore,57.1,69.0
A Simple Wish,5.3,1997,PG,Comedy,Michael Ritchie,Martin Short,57.1,89.0
Jostissi de Carreró,6.8,2020,R,Action,Pedro Miralles,Victor RieraSebastià RubíToni Sansó,66.0,116.3
TimeFighters in the Land of Fantasy,5.8,1984,R,Animation,Jim Terry,Alan RichDonnie JoeDorothy Mendez,66.0,116.3
Shrek,7.9,2001,PG,Animation,Andrew Adamson,Mike Myers,84.0,90.0
2069 A.D.,5.8,1969,R,Comedy,Sam Kopetzky,Harvey ShainBarbara LynnSharon Matt,66.0,116.3
The Boss Baby,6.3,2017,PG,Animation,Tom McGrath,Alec Baldwin,50.0,97.0
The Falcon and the Snowman,6.8,1985,R,Biography,John Schlesinger,Timothy HuttonSean PennPat Hingle,68.0,131.0
King Richard,7.5,2021,PG-13,Biography,Reinaldo Marcus Green,Will SmithAunjanue Ellis-TaylorJon Bernthal,76.0,144.0
"Cinco de Mayo, La Batalla",6.2,2013,R,Drama,Rafa Lara,Christian VazquezAngélica AragónLiz Gallardo,66.0,125.0
Twisters,6.9,2024,PG-13,Action,Lee Isaac Chung,Mark L. SmithJoseph KosinskiMichael Crichton,66.0,116.3
Elizabeth,7.4,1998,R,Biography,Shekhar Kapur,Cate BlanchettLiz GilesRod Culbertson,75.0,124.0
Oranges and Sunshine,7.1,2010,R,Biography,Jim Loach,Emily WatsonAisling LoftusStuart Wolfenden,60.0,105.0
Home Alone 3,4.6,1997,PG,Action,Raja Gosnell,Alex D. Linz,57.1,102.0
A Dangerous Method,6.4,2011,R,Biography,David Cronenberg,Christopher HamptonJohn Kerr,76.0,99.0
The Strategist Anthology,6.8,2013,PG-13,Action,Jonathan DeMelkon,Scotty DavisEthan MartinZach Alexander,66.0,117.0
Emma Smith: My Story,6.5,2008,PG,Biography,Gary Cook,Patricia PlaceKatherine NelsonNathan Mitchell,66.0,98.0
Charlie and the Chocolate Factory,6.7,2005,PG,Adventure,Tim Burton,Johnny DeppFreddie HighmoreDavid Kelly,72.0,115.0
En Rathathin Rathame,5.2,1989,R,Sci-Fi,K. Vijayan,BhagyarajBob ChristoJanakaraj,66.0,116.3
Lawless,7.2,2012,R,Biography,John Hillcoat,Tom HardyShia LaBeoufGuy Pearce,58.0,116.0
Crip Camp,7.7,2020,R,Documentary,James Lebrecht,James LebrechtLionel Je'WoodyardJoseph O'Conor,86.0,106.0
Excalibur,7.3,1981,PG,Adventure,John Boorman,Thomas MaloryRospo PallenbergJohn Boorman,56.0,140.0
Toy Story,8.3,1995,G,Animation,John Lasseter,Tom Hanks,96.0,81.0
W.E.,6.2,2011,R,Drama,Madonna,Abbie CornishJames D'ArcyAndrea Riseborough,37.0,119.0
New Machine: Ulemae 5,6.7,1988,R,Sci-Fi,Myeong-hwa Jo,Hyung-rae ShimHye-jin LeeAm Park,66.0,116.3
Dune,6.3,1984,PG-13,Action,David Lynch,Kyle MacLachlanVirginia MadsenFrancesca Annis,41.0,137.0
Battle of the Japan Sea,6.4,1969,G,Drama,Seiji Maruyama,Toshirô MifuneTatsuya NakadaiYûzô Kayama,66.0,128.0
Stuart Little,6.0,1999,PG,Adventure,Rob Minkoff,Michael J. Fox,61.0,84.0
Ainshutain gâru,6.3,2005,R,Drama,Ataru Oikawa,Rina AkiyamaFujiyamaSeiji Fukushi,66.0,116.3
Pearl,7.0,2022,R,Drama,Ti West,Ti WestMia Goth,76.0,103.0
Battle in Seattle,6.6,2007,R,Action,Stuart Townsend,André 3000Jennifer CarpenterIsaach De Bankolé,54.0,98.0
Soul,8.0,2020,PG,Animation,Pete Docter,Jamie Foxx,83.0,100.0
The Legend of Fong Sai-Yuk 2,6.9,1993,R,Action,Corey Yuen,Jet LiJosephine SiaoAdam Cheng,66.0,95.0
Freaky Friday,6.3,1976,G,Comedy,Gary Nelson,Barbara Harris,51.0,98.0
Born on the 8th of March,5.1,2019,R,Comedy,Lyberis Dionysopoulos,Lyberis DionysopoulosDespoina HalidouFoteini Karalidou,66.0,116.3
A Foundling,7.3,2010,Not Rated,Sci-Fi,Carly Lyn,Cindy ChiuTim ChiouNora J. Novak,66.0,90.0
Lords of Chaos,6.6,2018,R,Biography,Jonas Åkerlund,Dennis MagnussonJonas ÅkerlundMichael Moynihan,48.0,118.0
Iqro: My Universe,6.9,2019,R,Adventure,Iqbal Alfajri,Aisyah AmirahIqbal AlfajriBudiyati Abiyoga,66.0,116.3
The Princess Bride,8.0,1987,PG,Adventure,Rob Reiner,Cary Elwes,78.0,98.0
Johnny Shortwave,5.2,1995,R,Drama,Michael Bockner,Emmanuel MarkJohn TenchMona Matteo,66.0,116.3
Coraline,7.7,2009,PG,Animation,Henry Selick,Dakota Fanning,80.0,100.0
Paul Blart: Mall Cop,5.3,2009,PG,Action,Steve Carr,Kevin James,39.0,91.0
To athoo soma,6.8,1997,R,Drama,Nikos Kornilios,Iris ChatziantoniouAkilas KarazisisArto Apartian,66.0,116.3
Sankofa,6.9,2014,R,Sci-Fi,Kaleb Wentzel-Fisher,Riccardo FallettaAllie HankinsZuzanna Kalinowska,66.0,116.3
Mohyla,5.8,2019,R,Adventure,Andrej Kolencik,Andy KummerTereza HeftyováBenjamín Lacko,66.0,116.3
Yankee Doodle Dandy,7.6,1942,Other,Biography,Michael Curtiz,James Cagney,89.0,126.0
The Sandlot,7.8,1993,PG,Comedy,David Mickey Evans,Tom Guiry,55.0,101.0
The Warrior,7.2,2001,R,Action,Kim Sung-su,Jung Woo-sungAhn Sung-kiJu Jin-mo,66.0,158.0
A Serbian Film,5.0,2010,NC-17,Horror,Srdjan Spasojevic,Srdjan 'Zika' TodorovicSergej TrifunovicJelena Gavrilovic,66.0,104.0
Morbius,5.1,2022,PG-13,Action,Daniel Espinosa,Matt SazamaBurk Sharpless,35.0,104.0
The Mission,7.4,1986,PG,Adventure,Roland Joffé,Robert De NiroJeremy IronsRay McAnally,55.0,125.0
Manjummel Boys,8.4,2024,R,Adventure,Chidambaram,Soubin ShahirSreenath BhasiBalu Varghese,66.9,116.3
Roswell 1847,7.3,2007,Not Rated,Sci-Fi,Ian Paterson,Gabrielle AmiesChris BeckerCheryl Bennett,66.0,86.0
About Time,7.8,2013,R,Comedy,Richard Curtis,Domhnall GleesonRachel McAdamsBill Nighy,55.0,123.0
The Prestige,8.5,2006,PG-13,Drama,Christopher Nolan,Christian BaleHugh JackmanScarlett Johansson,66.0,130.0
Mio in the Land of Faraway,6.3,1987,PG,Adventure,Vladimir Grammatikov,Nick Pickard,57.1,99.0
Robin Hood,7.5,1973,G,Animation,Wolfgang Reitherman,Brian Bedford,57.0,83.0
Orlando,7.1,1992,PG-13,Biography,Sally Potter,Tilda SwintonBilly ZaneQuentin Crisp,75.0,94.0
Lucy Shimmers and the Prince of Peace,7.1,2020,Other,Drama,Rob Diamond,Scarlett Diamond,57.1,87.0
Aurora,6.0,2015,R,Drama,Guilherme Grosso,Carolina CarvalhoJoão DaCostaAndré Faria,66.0,116.3
Clan de Amigos,8.0,2019,R,Sci-Fi,Miguel Angel Pérez,Noé RuizDaniel OrtegaEmmanuel Pérez,66.0,116.3
Rustin,6.5,2023,PG-13,Biography,George C. Wolfe,Julian BreeceDustin Lance Black,68.0,106.0
Searching for Sugar Man,8.2,2012,PG-13,Documentary,Malik Bendjelloul,RodriguezStephen 'Sugar' SegermanDennis Coffey,79.0,86.0
The Haunted Mansion,5.2,2003,PG,Comedy,Rob Minkoff,Eddie Murphy,34.0,88.0
Hidalgo,6.7,2004,PG-13,Action,Joe Johnston,Viggo MortensenOmar SharifZuleikha Robinson,54.0,136.0
My Beautiful Dacia,7.4,2010,G,Documentary,Stefan Constantinescu,Miodrag BelodedicGrigore MunteanuNiculae Petrisor,66.0,74.0
The Desert of Forbidden Art,7.5,2010,PG,Documentary,Tchavdar Georgiev,Edward AsnerSally FieldBen Kingsley,75.0,80.0
InvaXon - Alieni in Liguria,6.2,2004,R,Sci-Fi,Massimo Morini,Francesco BacciniMatia BazarMaurizio Borzone,66.0,116.3
Epic,6.6,2013,PG,Animation,Chris Wedge,Amanda Seyfried,52.0,102.0
A Prayer Before Dawn,6.8,2017,R,Action,Jean-Stéphane Sauvaire,Joe ColeVithaya PansringarmCherry Miko,76.0,116.0
Despicable Me,7.6,2010,PG,Animation,Pierre Coffin,Steve CarellJason SegelRussell Brand,72.0,95.0
Val,7.6,2021,R,Documentary,Ting Poo,Val KilmerJack KilmerMercedes Kilmer,73.0,109.0
The Super Mario Bros. Movie,7.0,2023,PG,Animation,Aaron Horvath,Chris Pratt,46.0,92.0
Mio fratello è figlio unico,7.0,2007,R,Comedy,Daniele Luchetti,Antonio PennacchiDaniele LuchettiSandro Petraglia,71.0,108.0
